incident_id,year,quarter,country,incident_category,severity,sector_affected,estimated_victims,financial_damage_usd,genai_tool_involved,perpetrator_type,legal_action_taken,media_coverage_score,cross_border,detection_method,resolution_status
INC-00975,2025,Q3,Canada,Copyright Infringement via Image Gen,Medium,Legal,35531,,LLM Chatbot,Corporation,0,6.2,0,Victim Report,Legal Proceedings
INC-00976,2025,Q2,Brazil,AI Identity Theft,Medium,Legal,7933,444067.73,Video Synthesizer,Unknown,1,9.1,0,Platform AI,Resolved
INC-00977,2024,Q3,Chile,AI Identity Theft,Medium,Politics,8301,1064281.54,Code Generator,Organized Group,1,7.4,0,Victim Report,Perpetrator Identified
INC-00978,2022,Q3,Canada,Synthetic Media Electoral Interference,Medium,Healthcare,85579,,Video Synthesizer,Individual,0,3.1,0,Human Review,Resolved
INC-00979,2025,Q4,Brazil,AI Bias in Hiring,Medium,Public Safety,14648,159076.53,LLM Chatbot,Unknown,0,9.7,0,Whistleblower,Closed-No Action
INC-00980,2024,Q3,Saudi Arabia,Synthetic Media Electoral Interference,Low,Legal,6393,58927.77,Voice Cloner,Corporation,1,6.4,1,Platform AI,Legal Proceedings
INC-00981,2025,Q3,India,Medical AI Misdiagnosis,Medium,Finance,33683,,Code Generator,Organized Group,0,6.5,1,Whistleblower,Legal Proceedings
INC-00982,2025,Q2,China,Academic Dishonesty,Critical,Media,161405,968940.21,LLM Chatbot,State Actor,0,5.6,0,Automated Flag,Legal Proceedings
INC-00983,2024,Q1,North Korea,AI-Enabled Phishing,Medium,Education,13012,527753.35,Image Generator,Organized Group,1,0.7,1,Human Review,Closed-No Action
INC-00984,2024,Q4,UAE,Deepfake Political Disinformation,Medium,Finance,5638,,Code Generator,Corporation,0,1.8,1,Journalist Investigation,Unresolved
INC-00985,2025,Q2,Germany,AI Bias in Hiring,Medium,Education,26666,141110.5,Code Generator,State Actor,0,6.6,0,Whistleblower,Under Investigation
INC-00986,2022,Q4,Spain,AI Surveillance Abuse,Medium,Legal,45805,5822.38,Code Generator,State Actor,0,9.5,0,Automated Flag,Legal Proceedings
INC-00987,2025,Q1,United Kingdom,AI Bias in Credit Scoring,Critical,Employment,36966,141464353.24,Unknown,Unknown,0,0.7,0,Forensic Analysis,Legal Proceedings
INC-00988,2023,Q3,Venezuela,Copyright Infringement via Image Gen,Low,Media,2223,63205.46,LLM Chatbot,Organized Group,1,7.5,1,Journalist Investigation,Perpetrator Identified
INC-00989,2023,Q4,Russia,Non-Consensual Intimate Imagery,Medium,Politics,67677,260228.68,Multiple,State Actor,0,6.0,1,Journalist Investigation,Unresolved
INC-00990,2024,Q4,Israel,Automated Misinformation Campaign,High,Legal,7135,8247928.6,Voice Cloner,Unknown,0,5.9,0,Automated Flag,Under Investigation
INC-00991,2025,Q3,Ireland,AI-Generated Legal Documents (Unauthorized),High,Politics,144912,9463574.46,Unknown,Unknown,0,2.6,0,Journalist Investigation,Perpetrator Identified
INC-00992,2025,Q4,Netherlands,AI Bias in Hiring,Low,Public Safety,1586,13490.52,LLM Chatbot,Unknown,0,4.8,0,Victim Report,Unresolved
INC-00993,2023,Q1,Italy,Manipulated Audio Evidence,High,Personal,65549,9801607.37,Video Synthesizer,Organized Group,1,4.7,1,Journalist Investigation,Resolved
INC-00994,2024,Q1,Sweden,Manipulated Audio Evidence,Critical,Finance,1245981,93899633.95,Video Synthesizer,Corporation,1,10.0,0,Platform AI,Legal Proceedings
INC-00995,2024,Q1,India,AI-Enabled Phishing,Medium,Personal,27342,,Image Generator,Individual,0,0.3,0,Platform AI,Perpetrator Identified
INC-00996,2025,Q3,Taiwan,Voice Cloning Scam,Low,Politics,10838,23783.78,Code Generator,Organized Group,0,6.6,0,Platform AI,Legal Proceedings
INC-00997,2024,Q2,United Kingdom,AI-Generated Fraud,Medium,Politics,4965,127994.35,LLM Chatbot,Unknown,0,3.2,1,Journalist Investigation,Under Investigation
INC-00998,2023,Q4,New Zealand,AI-Enabled Phishing,Medium,Politics,14731,349180.41,LLM Chatbot,Corporation,0,8.0,0,Forensic Analysis,Legal Proceedings
INC-00999,2024,Q3,Nigeria,Manipulated Audio Evidence,Medium,Education,2731,68433.69,Video Synthesizer,Corporation,0,2.8,0,Whistleblower,Unresolved
INC-01000,2025,Q4,Singapore,Voice Cloning Scam,Critical,Education,466472,66262495.7,Image Generator,Corporation,0,5.3,0,Whistleblower,Closed-No Action
INC-01001,2025,Q1,Israel,AI Surveillance Abuse,Medium,Personal,35707,7521.36,Unknown,Organized Group,0,4.3,0,Whistleblower,Resolved
INC-01002,2025,Q1,Spain,AI-Generated Legal Documents (Unauthorized),Medium,Personal,11817,,Code Generator,State Actor,0,7.2,0,Whistleblower,Perpetrator Identified
INC-01003,2025,Q4,Sweden,Medical AI Misdiagnosis,Critical,Media,302850,94000995.37,Voice Cloner,Organized Group,0,1.8,0,Victim Report,Closed-No Action
INC-01004,2025,Q1,Israel,AI Bias in Credit Scoring,Low,Politics,223,16753.82,Image Generator,Corporation,1,8.2,0,Whistleblower,Perpetrator Identified
INC-01005,2024,Q3,North Korea,AI Bias in Credit Scoring,Medium,Politics,24347,189373.81,LLM Chatbot,Corporation,0,7.2,1,Forensic Analysis,Closed-No Action
INC-01006,2023,Q3,Ireland,AI Plagiarism,Medium,Employment,853,,Voice Cloner,State Actor,0,4.6,1,Journalist Investigation,Perpetrator Identified
INC-01007,2023,Q2,Japan,Academic Dishonesty,Low,Education,7540,163564.19,Voice Cloner,State Actor,0,7.7,0,Journalist Investigation,Unresolved
INC-01008,2023,Q1,Singapore,Synthetic Media Electoral Interference,High,Politics,71401,2791386.29,Video Synthesizer,Unknown,0,3.3,0,Victim Report,Perpetrator Identified
INC-01009,2024,Q2,Saudi Arabia,AI-Generated Fraud,Critical,Legal,52455,21429651.22,Unknown,Organized Group,0,2.7,0,Journalist Investigation,Closed-No Action
INC-01010,2025,Q1,Spain,Deepfake Political Disinformation,Low,Politics,747,,Image Generator,Corporation,0,6.2,1,Human Review,Legal Proceedings
INC-01011,2022,Q4,Chile,AI-Generated Fraud,High,Media,29000,,LLM Chatbot,Individual,0,3.9,0,Journalist Investigation,Unresolved
INC-01012,2024,Q1,Indonesia,Manipulated Audio Evidence,Low,Politics,5691,,Voice Cloner,Unknown,0,2.0,0,Journalist Investigation,Legal Proceedings
INC-01013,2025,Q2,Chile,AI Bias in Credit Scoring,Medium,Personal,11155,167159.81,Code Generator,Individual,0,5.4,1,Whistleblower,Perpetrator Identified
INC-01014,2023,Q1,United States,Academic Dishonesty,Medium,Employment,7071,1086017.78,Multiple,State Actor,0,5.5,1,Human Review,Unresolved
INC-01015,2023,Q2,Kenya,AI Plagiarism,Medium,Personal,27320,,Voice Cloner,State Actor,0,6.9,1,Platform AI,Unresolved
INC-01016,2022,Q3,New Zealand,AI Surveillance Abuse,Low,Education,1939,,Video Synthesizer,Individual,0,8.7,0,Human Review,Resolved
INC-01017,2023,Q3,New Zealand,AI Bias in Hiring,Medium,Politics,37497,,LLM Chatbot,State Actor,0,5.4,1,Victim Report,Under Investigation
INC-01018,2023,Q3,Iran,AI-Enabled Phishing,Medium,Healthcare,16447,55873.63,Multiple,State Actor,0,3.2,1,Human Review,Resolved
INC-01019,2024,Q3,United States,Manipulated Audio Evidence,Medium,Politics,12489,390143.42,Video Synthesizer,Individual,0,9.6,1,Journalist Investigation,Resolved
INC-01020,2022,Q2,India,Non-Consensual Intimate Imagery,Medium,Personal,26330,443865.59,Video Synthesizer,Unknown,1,2.9,1,Human Review,Perpetrator Identified
INC-01021,2025,Q2,Israel,AI Plagiarism,Low,Finance,1284,65778.38,Voice Cloner,Corporation,0,8.2,1,Platform AI,Resolved
INC-01022,2024,Q2,Spain,Medical AI Misdiagnosis,Low,Healthcare,4492,,Voice Cloner,State Actor,0,0.9,0,Victim Report,Under Investigation
INC-01023,2023,Q3,Turkey,Synthetic Media Electoral Interference,Critical,Education,593523,93120659.05,Video Synthesizer,Individual,1,4.9,1,Whistleblower,Closed-No Action
INC-01024,2024,Q4,UAE,AI Bias in Hiring,Critical,Finance,301936,9089803.4,Video Synthesizer,State Actor,1,5.5,0,Journalist Investigation,Closed-No Action
INC-01025,2025,Q4,France,AI Identity Theft,Medium,Education,43041,5945.77,Voice Cloner,State Actor,0,2.7,1,Victim Report,Closed-No Action
INC-01026,2025,Q1,Germany,Medical AI Misdiagnosis,High,Public Safety,9557,6803464.52,Image Generator,Unknown,0,9.3,0,Journalist Investigation,Unresolved
INC-01027,2023,Q2,Ireland,AI Bias in Hiring,Medium,Public Safety,42550,604583.4,LLM Chatbot,Unknown,1,9.9,0,Journalist Investigation,Resolved
INC-01028,2025,Q3,United Kingdom,AI Surveillance Abuse,Low,Public Safety,2904,66575.09,Image Generator,Organized Group,0,3.9,0,Human Review,Closed-No Action
INC-01029,2022,Q3,Venezuela,AI Plagiarism,Critical,Personal,74200,,Code Generator,Corporation,0,2.8,1,Human Review,Legal Proceedings
INC-01030,2025,Q4,Nigeria,Automated Misinformation Campaign,Medium,Politics,30659,1005739.0,Code Generator,Unknown,0,6.6,1,Journalist Investigation,Unresolved
INC-01031,2025,Q4,Saudi Arabia,AI-Enabled Phishing,High,Healthcare,225304,,Code Generator,Corporation,0,8.4,1,Human Review,Under Investigation
INC-01032,2025,Q4,Chile,Chatbot Harmful Advice,Critical,Politics,1563604,,Image Generator,Individual,1,5.8,1,Whistleblower,Legal Proceedings
INC-01033,2024,Q3,Turkey,Academic Dishonesty,Low,Public Safety,5656,4787.5,LLM Chatbot,Individual,0,8.2,0,Journalist Investigation,Under Investigation
INC-01034,2024,Q3,Italy,Automated Misinformation Campaign,High,Media,130603,143464.77,Image Generator,Corporation,0,0.9,0,Platform AI,Resolved
INC-01035,2023,Q4,Brazil,AI Identity Theft,Medium,Personal,9895,213096.02,Image Generator,State Actor,1,2.4,0,Victim Report,Perpetrator Identified
INC-01036,2024,Q1,Sweden,AI Surveillance Abuse,Medium,Healthcare,9036,663418.44,Multiple,Individual,1,8.5,0,Forensic Analysis,Resolved
INC-01037,2024,Q2,New Zealand,AI-Enabled Phishing,Critical,Politics,534933,37417480.54,Unknown,Corporation,1,4.6,1,Human Review,Perpetrator Identified
INC-01038,2025,Q2,Taiwan,Voice Cloning Scam,Medium,Media,18107,197110.64,Code Generator,Individual,1,2.2,0,Whistleblower,Legal Proceedings
INC-01039,2024,Q4,Israel,Automated Misinformation Campaign,Low,Education,1456,124273.1,LLM Chatbot,Individual,1,5.3,1,Whistleblower,Closed-No Action
INC-01040,2024,Q4,North Korea,AI-Generated Legal Documents (Unauthorized),High,Politics,71067,5598981.04,Code Generator,Corporation,1,7.7,0,Victim Report,Resolved
INC-01041,2025,Q2,Italy,Automated Misinformation Campaign,Low,Legal,370,26997.15,Code Generator,Individual,0,4.4,0,Automated Flag,Legal Proceedings
INC-01042,2025,Q4,Iran,AI Bias in Hiring,Low,Employment,5083,59270.91,Voice Cloner,Individual,1,5.4,0,Automated Flag,Closed-No Action
INC-01043,2022,Q4,Nigeria,Chatbot Harmful Advice,Medium,Personal,13511,509368.15,LLM Chatbot,Organized Group,1,1.5,1,Human Review,Perpetrator Identified
INC-01044,2025,Q2,Australia,Manipulated Audio Evidence,Low,Politics,1305,,LLM Chatbot,Corporation,0,1.3,0,Human Review,Legal Proceedings
INC-01045,2024,Q2,Israel,AI-Generated Legal Documents (Unauthorized),Low,Finance,953,,Video Synthesizer,Organized Group,0,9.3,1,Platform AI,Unresolved
INC-01046,2022,Q2,Nigeria,Synthetic Media Electoral Interference,Low,Finance,4725,,LLM Chatbot,Unknown,0,9.1,1,Automated Flag,Perpetrator Identified
INC-01047,2022,Q4,Iran,Deepfake Political Disinformation,Low,Legal,15717,60064.78,LLM Chatbot,Individual,0,9.4,0,Platform AI,Unresolved
INC-01048,2023,Q1,Venezuela,Non-Consensual Intimate Imagery,Low,Finance,2085,28222.45,Unknown,Organized Group,0,3.7,1,Victim Report,Resolved
INC-01049,2025,Q3,Netherlands,AI Surveillance Abuse,High,Media,107258,450355.39,Multiple,State Actor,0,5.8,0,Platform AI,Perpetrator Identified
INC-01050,2024,Q2,New Zealand,AI-Enabled Phishing,Critical,Public Safety,109869,,Image Generator,Corporation,1,2.7,0,Platform AI,Closed-No Action
INC-01051,2025,Q1,Russia,Automated Misinformation Campaign,Medium,Education,25319,,Video Synthesizer,State Actor,1,0.4,1,Human Review,Legal Proceedings
INC-01052,2023,Q4,Indonesia,Non-Consensual Intimate Imagery,Medium,Employment,2997,,LLM Chatbot,Unknown,0,3.7,0,Whistleblower,Perpetrator Identified
INC-01053,2022,Q4,Italy,Copyright Infringement via Image Gen,Medium,Media,8339,442206.91,Multiple,State Actor,1,5.2,0,Whistleblower,Unresolved
INC-01054,2024,Q1,Chile,Copyright Infringement via Image Gen,Low,Finance,615,7152.85,Image Generator,Corporation,0,9.5,0,Journalist Investigation,Under Investigation
INC-01055,2024,Q2,Chile,Non-Consensual Intimate Imagery,Low,Healthcare,769,,Image Generator,Individual,0,3.6,0,Platform AI,Legal Proceedings
INC-01056,2025,Q1,Italy,AI Identity Theft,High,Education,141237,385359.59,Image Generator,Individual,0,1.2,0,Victim Report,Under Investigation
INC-01057,2023,Q4,Japan,Non-Consensual Intimate Imagery,Medium,Healthcare,3921,248717.8,Code Generator,Corporation,1,4.7,0,Victim Report,Closed-No Action
INC-01058,2023,Q3,Spain,AI Identity Theft,Low,Education,855,10578.25,Voice Cloner,Individual,1,1.1,0,Human Review,Closed-No Action
INC-01059,2025,Q3,Saudi Arabia,Synthetic Media Electoral Interference,Medium,Education,24687,,Multiple,Unknown,0,5.6,1,Automated Flag,Perpetrator Identified
INC-01060,2024,Q2,UAE,AI Bias in Credit Scoring,Low,Personal,2228,28781.03,Image Generator,Organized Group,1,8.9,0,Journalist Investigation,Legal Proceedings
INC-01061,2024,Q1,Indonesia,Synthetic Media Electoral Interference,Medium,Public Safety,3206,10138.48,Code Generator,Unknown,1,3.9,1,Forensic Analysis,Perpetrator Identified
INC-01062,2025,Q1,Israel,AI Bias in Credit Scoring,High,Legal,99371,305632.7,Image Generator,Corporation,1,1.3,1,Automated Flag,Closed-No Action
INC-01063,2023,Q4,UAE,AI Bias in Hiring,Critical,Healthcare,45183,63029946.92,Voice Cloner,Corporation,0,2.8,1,Whistleblower,Perpetrator Identified
INC-01064,2025,Q4,Poland,AI Identity Theft,High,Education,33102,8688626.2,Unknown,Unknown,0,6.9,0,Journalist Investigation,Under Investigation
INC-01065,2023,Q1,Israel,Medical AI Misdiagnosis,Low,Public Safety,10446,134130.29,LLM Chatbot,Organized Group,0,8.1,0,Journalist Investigation,Under Investigation
INC-01066,2024,Q2,Ireland,AI-Generated Fraud,Medium,Healthcare,10577,191333.23,Image Generator,Individual,1,0.8,1,Whistleblower,Perpetrator Identified
INC-01067,2024,Q1,Iran,Manipulated Audio Evidence,Low,Healthcare,578,,Voice Cloner,Organized Group,0,0.7,0,Forensic Analysis,Perpetrator Identified
INC-01068,2025,Q1,Ireland,AI Surveillance Abuse,Low,Media,571,,Video Synthesizer,Organized Group,1,6.3,0,Victim Report,Perpetrator Identified
INC-01069,2024,Q2,Kenya,Deepfake Political Disinformation,Medium,Personal,33745,567244.4,Multiple,Unknown,0,0.0,0,Whistleblower,Closed-No Action
INC-01070,2022,Q4,South Africa,AI Bias in Credit Scoring,High,Healthcare,185643,86341.2,LLM Chatbot,Individual,1,8.8,0,Platform AI,Legal Proceedings
INC-01071,2025,Q4,Japan,AI Bias in Credit Scoring,Low,Legal,7621,,Code Generator,Organized Group,1,7.2,0,Victim Report,Perpetrator Identified
INC-01072,2023,Q4,South Africa,Voice Cloning Scam,Medium,Media,10753,191506.33,Video Synthesizer,Organized Group,0,6.8,0,Platform AI,Legal Proceedings
INC-01073,2025,Q4,Brazil,AI-Enabled Phishing,Low,Legal,8093,3169.87,Code Generator,Individual,0,5.9,1,Automated Flag,Unresolved
INC-01074,2025,Q3,Venezuela,AI Bias in Hiring,Medium,Media,27035,2028901.56,Image Generator,State Actor,1,6.2,0,Forensic Analysis,Unresolved
INC-01075,2025,Q4,Brazil,Chatbot Harmful Advice,Medium,Personal,7650,414123.6,Image Generator,Corporation,0,0.7,1,Journalist Investigation,Perpetrator Identified
INC-01076,2023,Q4,Spain,AI Surveillance Abuse,Medium,Employment,42378,152422.59,Video Synthesizer,Organized Group,0,1.8,0,Forensic Analysis,Closed-No Action
INC-01077,2023,Q2,Australia,AI Bias in Credit Scoring,Low,Finance,882,16152.9,LLM Chatbot,Individual,1,3.5,1,Forensic Analysis,Legal Proceedings
INC-01078,2022,Q4,Singapore,Deepfake Political Disinformation,Medium,Education,18695,265490.94,Video Synthesizer,State Actor,1,0.7,0,Journalist Investigation,Perpetrator Identified
INC-01079,2025,Q4,United Kingdom,Copyright Infringement via Image Gen,Low,Politics,672,,Unknown,State Actor,1,9.2,0,Journalist Investigation,Under Investigation
INC-01080,2023,Q3,Sweden,AI Surveillance Abuse,Low,Education,8548,178779.34,Voice Cloner,Unknown,0,9.0,1,Platform AI,Legal Proceedings
INC-01081,2024,Q3,Australia,AI Bias in Credit Scoring,Critical,Healthcare,1920006,13680650.19,Code Generator,State Actor,0,5.2,0,Automated Flag,Perpetrator Identified
INC-01082,2025,Q3,Spain,AI-Generated Legal Documents (Unauthorized),Low,Finance,1077,,Voice Cloner,Unknown,0,3.5,1,Automated Flag,Resolved
INC-01083,2024,Q1,Saudi Arabia,Voice Cloning Scam,Low,Media,705,69949.51,Video Synthesizer,Unknown,0,1.6,0,Forensic Analysis,Resolved
INC-01084,2025,Q4,Italy,AI Bias in Hiring,High,Employment,125446,,LLM Chatbot,Organized Group,1,3.7,1,Journalist Investigation,Closed-No Action
INC-01085,2024,Q1,Indonesia,AI-Generated Legal Documents (Unauthorized),Medium,Education,49032,440482.11,Video Synthesizer,Individual,0,2.4,0,Human Review,Closed-No Action
INC-01086,2025,Q2,Iran,AI-Generated Legal Documents (Unauthorized),Low,Public Safety,5598,3255.93,Code Generator,State Actor,1,5.0,0,Human Review,Legal Proceedings
INC-01087,2025,Q1,South Africa,Academic Dishonesty,Medium,Education,10859,888738.07,Multiple,State Actor,1,3.9,0,Victim Report,Perpetrator Identified
INC-01088,2024,Q2,Iran,Copyright Infringement via Image Gen,High,Employment,24,,Voice Cloner,Individual,1,9.6,0,Human Review,Legal Proceedings
INC-01089,2024,Q1,Spain,Chatbot Harmful Advice,Low,Personal,125,,Multiple,Unknown,1,4.7,1,Platform AI,Closed-No Action
INC-01090,2023,Q2,New Zealand,Chatbot Harmful Advice,High,Finance,25120,1019001.87,Image Generator,State Actor,1,6.7,1,Human Review,Closed-No Action
INC-01091,2025,Q4,Japan,Synthetic Media Electoral Interference,Medium,Employment,14023,379294.81,Image Generator,Corporation,0,9.1,1,Journalist Investigation,Under Investigation
INC-01092,2023,Q2,Italy,AI Plagiarism,Low,Finance,1549,29166.69,Video Synthesizer,State Actor,0,6.6,0,Whistleblower,Unresolved
INC-01093,2022,Q1,Poland,Automated Misinformation Campaign,Medium,Personal,51466,819079.88,Unknown,Corporation,0,5.4,0,Journalist Investigation,Perpetrator Identified
INC-01094,2024,Q1,Ireland,Academic Dishonesty,Critical,Healthcare,33028,,Code Generator,Corporation,0,5.7,1,Human Review,Under Investigation
INC-01095,2024,Q3,Canada,Copyright Infringement via Image Gen,Medium,Education,2457,1402861.47,Video Synthesizer,Organized Group,1,4.9,1,Human Review,Legal Proceedings
INC-01096,2025,Q2,Kenya,AI-Generated Legal Documents (Unauthorized),Medium,Personal,16056,,Video Synthesizer,State Actor,0,7.0,1,Human Review,Under Investigation
INC-01097,2025,Q4,Brazil,Manipulated Audio Evidence,Low,Legal,6864,51167.4,Code Generator,Organized Group,0,5.9,1,Whistleblower,Perpetrator Identified
INC-01098,2024,Q3,Spain,Academic Dishonesty,Medium,Legal,6370,1072977.02,Voice Cloner,Organized Group,0,7.8,1,Platform AI,Perpetrator Identified
INC-01099,2023,Q1,New Zealand,AI-Generated Legal Documents (Unauthorized),High,Healthcare,120,3230742.29,Unknown,Organized Group,0,8.5,1,Victim Report,Closed-No Action
INC-01100,2024,Q3,Singapore,AI Plagiarism,Medium,Public Safety,4402,396055.91,Code Generator,State Actor,1,8.3,0,Platform AI,Legal Proceedings
INC-01101,2025,Q3,Saudi Arabia,Non-Consensual Intimate Imagery,Medium,Media,8651,,Voice Cloner,Organized Group,0,9.9,1,Human Review,Under Investigation
INC-01102,2023,Q3,India,AI-Enabled Phishing,Low,Media,332,,Code Generator,Unknown,0,9.1,0,Human Review,Under Investigation
INC-01103,2025,Q2,Saudi Arabia,AI Identity Theft,Medium,Politics,2073,32537.91,Image Generator,Organized Group,0,3.2,1,Human Review,Resolved
INC-01104,2025,Q2,India,Chatbot Harmful Advice,High,Legal,275830,,Video Synthesizer,Individual,1,7.1,0,Victim Report,Legal Proceedings
INC-01105,2023,Q4,Netherlands,AI Plagiarism,Medium,Personal,35942,552166.61,Image Generator,Corporation,0,0.6,1,Platform AI,Closed-No Action
INC-01106,2025,Q4,Canada,Deepfake Political Disinformation,Low,Personal,6742,5223.81,Video Synthesizer,State Actor,0,8.8,0,Platform AI,Legal Proceedings
INC-01107,2025,Q1,North Korea,AI Plagiarism,High,Politics,378627,3600847.13,Image Generator,Corporation,0,5.2,0,Forensic Analysis,Legal Proceedings
INC-01108,2023,Q3,Saudi Arabia,Chatbot Harmful Advice,High,Public Safety,48649,362993.29,Image Generator,Individual,0,6.1,1,Human Review,Perpetrator Identified
INC-01109,2025,Q1,South Africa,AI Identity Theft,Medium,Finance,9196,318764.79,LLM Chatbot,Organized Group,0,8.9,1,Victim Report,Closed-No Action
INC-01110,2023,Q2,Kenya,Automated Misinformation Campaign,Medium,Personal,5008,,Multiple,Organized Group,0,4.4,0,Automated Flag,Perpetrator Identified
INC-01111,2025,Q2,Saudi Arabia,AI-Generated Fraud,High,Personal,65698,1419202.27,Image Generator,Unknown,0,2.9,1,Platform AI,Under Investigation
INC-01112,2025,Q4,New Zealand,Academic Dishonesty,High,Finance,14946,,Video Synthesizer,Unknown,0,6.9,0,Platform AI,Resolved
INC-01113,2025,Q4,Ireland,Chatbot Harmful Advice,Medium,Legal,18255,2282768.67,Unknown,Corporation,1,8.2,0,Whistleblower,Perpetrator Identified
INC-01114,2023,Q2,Italy,AI-Generated Legal Documents (Unauthorized),High,Employment,105501,728995.65,Unknown,Organized Group,0,4.7,1,Automated Flag,Unresolved
INC-01115,2024,Q4,Sweden,Medical AI Misdiagnosis,High,Education,425331,,LLM Chatbot,Organized Group,0,7.6,0,Human Review,Under Investigation
INC-01116,2024,Q3,France,Synthetic Media Electoral Interference,Low,Healthcare,5322,,Unknown,Individual,1,4.1,0,Whistleblower,Unresolved
INC-01117,2022,Q2,Brazil,Manipulated Audio Evidence,High,Politics,32215,11894148.65,Multiple,Corporation,1,0.3,0,Victim Report,Closed-No Action
INC-01118,2024,Q2,Saudi Arabia,Deepfake Political Disinformation,High,Employment,298387,1894569.61,Code Generator,Unknown,0,0.7,0,Platform AI,Resolved
INC-01119,2024,Q3,Kenya,Medical AI Misdiagnosis,Low,Media,3826,,Video Synthesizer,State Actor,1,0.6,1,Whistleblower,Resolved
INC-01120,2024,Q2,South Korea,AI Bias in Credit Scoring,High,Healthcare,20499,4094658.63,Unknown,Organized Group,1,1.8,1,Journalist Investigation,Under Investigation
INC-01121,2025,Q1,New Zealand,Chatbot Harmful Advice,Critical,Finance,1405681,18618254.4,Video Synthesizer,Corporation,0,8.8,0,Forensic Analysis,Under Investigation
INC-01122,2022,Q4,Kenya,AI Identity Theft,Low,Media,269,59060.51,Voice Cloner,Organized Group,1,0.4,0,Automated Flag,Unresolved
INC-01123,2024,Q1,UAE,Synthetic Media Electoral Interference,High,Media,132664,3339167.7,Multiple,Unknown,0,8.1,1,Victim Report,Perpetrator Identified
INC-01124,2024,Q4,Turkey,AI Plagiarism,Medium,Public Safety,9651,328723.33,LLM Chatbot,Unknown,0,5.1,0,Whistleblower,Closed-No Action
INC-01125,2025,Q3,Saudi Arabia,Non-Consensual Intimate Imagery,Medium,Employment,15295,208540.56,Unknown,Corporation,1,7.5,1,Forensic Analysis,Closed-No Action
INC-01126,2025,Q1,Israel,Copyright Infringement via Image Gen,Medium,Healthcare,12660,,Video Synthesizer,Individual,0,7.2,0,Automated Flag,Perpetrator Identified
INC-01127,2023,Q1,New Zealand,Manipulated Audio Evidence,Medium,Personal,2998,1003399.44,LLM Chatbot,Organized Group,0,9.7,0,Platform AI,Resolved
INC-01128,2024,Q3,South Africa,AI Surveillance Abuse,Medium,Employment,13819,2023051.78,Voice Cloner,Individual,0,4.3,1,Forensic Analysis,Under Investigation
INC-01129,2024,Q2,Ireland,AI Bias in Credit Scoring,Low,Legal,6407,205559.65,LLM Chatbot,Corporation,1,0.7,0,Human Review,Under Investigation
INC-01130,2025,Q2,Brazil,Deepfake Political Disinformation,High,Personal,14338,,Image Generator,Organized Group,0,1.4,0,Platform AI,Legal Proceedings
INC-01131,2025,Q2,India,AI Bias in Credit Scoring,Low,Politics,9639,,Unknown,Unknown,0,4.7,0,Forensic Analysis,Under Investigation
INC-01132,2024,Q3,Japan,AI Bias in Credit Scoring,Medium,Personal,7518,1042995.35,Image Generator,Unknown,0,8.3,1,Forensic Analysis,Resolved
INC-01133,2024,Q2,Sweden,AI Bias in Hiring,Medium,Media,1065,39278.78,Multiple,Corporation,1,2.2,0,Whistleblower,Perpetrator Identified
INC-01134,2023,Q2,Germany,AI-Generated Fraud,Low,Legal,3745,25625.31,LLM Chatbot,Unknown,1,5.8,1,Victim Report,Resolved
INC-01135,2022,Q1,Israel,AI-Generated Fraud,High,Politics,213780,156760.89,LLM Chatbot,Corporation,0,2.7,1,Forensic Analysis,Closed-No Action
INC-01136,2025,Q3,India,Deepfake Political Disinformation,Low,Education,2346,,Voice Cloner,State Actor,0,8.5,0,Whistleblower,Perpetrator Identified
INC-01137,2024,Q3,Germany,Deepfake Political Disinformation,High,Public Safety,31302,17821.95,Multiple,Individual,1,0.5,1,Platform AI,Legal Proceedings
INC-01138,2025,Q3,Mexico,Chatbot Harmful Advice,High,Politics,151848,,Image Generator,Organized Group,1,4.1,0,Platform AI,Unresolved
INC-01139,2025,Q2,India,Deepfake Political Disinformation,Medium,Personal,18407,1306336.17,LLM Chatbot,State Actor,1,2.0,1,Human Review,Legal Proceedings
INC-01140,2023,Q3,Kenya,Medical AI Misdiagnosis,Medium,Legal,26830,598827.87,Image Generator,Individual,1,2.2,0,Forensic Analysis,Perpetrator Identified
INC-01141,2024,Q3,Poland,Copyright Infringement via Image Gen,Medium,Education,15394,,Image Generator,Individual,0,0.5,0,Forensic Analysis,Legal Proceedings
INC-01142,2025,Q2,India,Non-Consensual Intimate Imagery,Medium,Personal,20660,,Video Synthesizer,State Actor,0,1.2,0,Journalist Investigation,Perpetrator Identified
INC-01143,2025,Q2,Iran,AI Surveillance Abuse,High,Politics,54493,436696.45,Voice Cloner,Corporation,0,0.2,0,Automated Flag,Perpetrator Identified
INC-01144,2023,Q1,Iran,AI Plagiarism,Medium,Politics,14527,1210584.43,Image Generator,State Actor,0,1.2,1,Human Review,Perpetrator Identified
INC-01145,2023,Q4,Ireland,AI Plagiarism,Low,Employment,12217,8187.86,Image Generator,Individual,0,4.3,0,Whistleblower,Under Investigation
INC-01146,2025,Q2,UAE,Voice Cloning Scam,High,Personal,22976,4197878.51,LLM Chatbot,State Actor,0,9.3,0,Victim Report,Closed-No Action
INC-01147,2023,Q3,India,AI-Generated Legal Documents (Unauthorized),High,Media,129652,7861355.34,Multiple,Individual,1,3.7,0,Whistleblower,Perpetrator Identified
